family,n_activities,n_skills,n_resources,n_precedences,skill_factor,modified_resource_strength,network_complexity,network_density,mspsp_instance
set-2b,62,15,18,93,0.21222222222222223,0.015706806282722512,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l15_m18_00.dzn.txt
set-2b,62,9,10,93,0.20925925925925926,0.014749262536873156,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m10_00.dzn.txt
set-2b,62,9,11,93,0.20185185185185187,0.016819571865443424,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m11_00.dzn.txt
set-2b,62,9,13,93,0.25,0.016049382716049384,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m13_00.dzn.txt
set-2b,62,9,14,93,0.24074074074074073,0.017948717948717947,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m14_00.dzn.txt
set-2b,62,9,18,93,0.3388888888888889,0.016393442622950817,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m18_00.dzn.txt
set-2b,62,9,19,93,0.3055555555555556,0.01919191919191919,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m19_00.dzn.txt
set-2b,62,9,6,93,0.17222222222222222,0.010752688172043012,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m6_00.dzn.txt
set-2b,62,9,7,93,0.1648148148148148,0.01310861423220974,1.5,0.02459016393442623,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.5_n60_l9_m7_00.dzn.txt
set-2b,62,12,10,112,0.15694444444444444,0.014749262536873156,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l12_m10_00.dzn.txt
set-2b,62,12,13,112,0.18194444444444444,0.01653944020356234,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l12_m13_00.dzn.txt
set-2b,62,12,18,112,0.22916666666666666,0.01818181818181818,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l12_m18_00.dzn.txt
set-2b,62,15,11,112,0.12111111111111111,0.016819571865443424,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l15_m11_00.dzn.txt
set-2b,62,15,14,112,0.16111111111111112,0.016091954022988502,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l15_m14_00.dzn.txt
set-2b,62,15,17,112,0.18444444444444444,0.01706827309236948,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l15_m17_00.dzn.txt
set-2b,62,15,17,112,0.18777777777777777,0.016765285996055226,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l15_m17_01.dzn.txt
set-2b,62,9,11,112,0.1814814814814815,0.018707482993197275,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m11_00.dzn.txt
set-2b,62,9,12,112,0.2537037037037037,0.014598540145985401,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m12_00.dzn.txt
set-2b,62,9,13,112,0.2462962962962963,0.016290726817042606,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m13_00.dzn.txt
set-2b,62,9,16,112,0.2740740740740741,0.018018018018018018,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m16_00.dzn.txt
set-2b,62,9,8,112,0.1537037037037037,0.01606425702811245,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m8_00.dzn.txt
set-2b,62,9,9,112,0.21481481481481482,0.01293103448275862,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m9_00.dzn.txt
set-2b,62,9,9,112,0.2074074074074074,0.013392857142857142,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m9_01.dzn.txt
set-2b,62,9,9,112,0.20185185185185187,0.013761467889908254,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m9_02.dzn.txt
set-2b,62,9,9,112,0.20185185185185187,0.013761467889908254,1.8064516129032258,0.029613960867265997,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.8_n60_l9_m9_03.dzn.txt
set-2b,32,12,11,58,0.1527777777777778,0.06666666666666665,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m11_00.dzn.txt
set-2b,32,12,12,58,0.15555555555555556,0.07142857142857142,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m12_00.dzn.txt
set-2b,32,12,13,58,0.18888888888888888,0.06372549019607843,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m13_00.dzn.txt
set-2b,32,12,13,58,0.15833333333333333,0.07602339181286549,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m13_01.dzn.txt
set-2b,32,12,14,58,0.18611111111111112,0.06965174129353234,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m14_00.dzn.txt
set-2b,32,12,17,58,0.2222222222222222,0.07083333333333333,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m17_00.dzn.txt
set-2b,32,12,18,58,0.29444444444444445,0.05660377358490566,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m18_00.dzn.txt
set-2b,32,12,9,58,0.16666666666666666,0.05,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l12_m9_00.dzn.txt
set-2b,32,15,18,58,0.21555555555555556,0.061855670103092786,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l15_m18_00.dzn.txt
set-2b,32,15,19,58,0.18666666666666668,0.07539682539682538,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l15_m19_00.dzn.txt
set-2b,32,9,10,58,0.2111111111111111,0.05847953216374269,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l9_m10_00.dzn.txt
set-2b,32,9,10,58,0.2,0.06172839506172839,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l9_m10_01.dzn.txt
set-2b,32,9,15,58,0.25925925925925924,0.07142857142857144,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l9_m15_00.dzn.txt
set-2b,32,9,7,58,0.17037037037037037,0.050724637681159424,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l9_m7_00.dzn.txt
set-2b,32,9,7,58,0.16296296296296298,0.05303030303030303,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l9_m7_01.dzn.txt
set-2b,32,9,7,58,0.15555555555555556,0.05555555555555555,1.8125,0.05846774193548387,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc1.93_n30_l9_m7_02.dzn.txt
set-2b,62,12,11,131,0.1597222222222222,0.01594202898550725,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m11_00.dzn.txt
set-2b,62,12,12,131,0.19722222222222222,0.014084507042253521,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m12_00.dzn.txt
set-2b,62,12,13,131,0.19166666666666668,0.015700483091787436,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m13_00.dzn.txt
set-2b,62,12,13,131,0.1763888888888889,0.01706036745406824,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m13_01.dzn.txt
set-2b,62,12,14,131,0.2,0.0162037037037037,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m14_00.dzn.txt
set-2b,62,12,17,131,0.225,0.01748971193415638,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m17_00.dzn.txt
set-2b,62,12,19,131,0.25833333333333336,0.017025089605734765,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l12_m19_00.dzn.txt
set-2b,62,15,14,131,0.1688888888888889,0.015350877192982455,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l15_m14_00.dzn.txt
set-2b,62,15,17,131,0.17,0.018518518518518514,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l15_m17_00.dzn.txt
set-2b,62,15,17,131,0.19,0.016569200779727095,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l15_m17_01.dzn.txt
set-2b,62,9,10,131,0.2222222222222222,0.013888888888888888,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l9_m10_00.dzn.txt
set-2b,62,9,10,131,0.1925925925925926,0.016025641025641024,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l9_m10_01.dzn.txt
set-2b,62,9,16,131,0.2722222222222222,0.018140589569161,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l9_m16_00.dzn.txt
set-2b,62,9,9,131,0.21666666666666667,0.012820512820512818,2.1129032258064515,0.034637757800105765,./modules/rcpsp-instances/MSPSP/set-2b/inst_set2b_sf0_nc2.1_n60_l9_m9_00.dzn.txt
